"","X","tag.individual.identifier","individual.local.identifier","location.lat","location.long","timestamp","data_owner"
"20692",20692,725539,"BC #27 Wyatt",32.26762,-111.037007,"2022-01-13 9:00:23","mollohan_baldwin"
"20693",20693,725539,"BC #27 Wyatt",32.275112,-111.041077,"2022-01-13 11:01:01","mollohan_baldwin"
"20694",20694,725539,"BC #27 Wyatt",32.287693,-111.027012,"2022-01-13 22:00:08","mollohan_baldwin"
"20695",20695,725539,"BC #27 Wyatt",32.291457,-111.043755,"2022-01-14 11:00:11","mollohan_baldwin"
"20696",20696,725539,"BC #27 Wyatt",32.282219,-111.026154,"2022-01-15 0:00:26","mollohan_baldwin"
"20697",20697,725539,"BC #27 Wyatt",32.273004,-111.035854,"2022-01-15 13:00:10","mollohan_baldwin"
"20698",20698,725539,"BC #27 Wyatt",32.282818,-111.026207,"2022-01-16 2:00:11","mollohan_baldwin"
"20699",20699,725539,"BC #27 Wyatt",32.277852,-111.027006,"2022-01-16 15:00:17","mollohan_baldwin"
"20700",20700,725539,"BC #27 Wyatt",32.298913,-111.041466,"2022-01-17 4:00:08","mollohan_baldwin"
"20701",20701,725539,"BC #27 Wyatt",32.278258,-111.020655,"2022-01-17 17:00:11","mollohan_baldwin"
"20702",20702,725539,"BC #27 Wyatt",32.26748,-111.03705,"2022-01-18 19:00:13","mollohan_baldwin"
"20703",20703,725539,"BC #27 Wyatt",32.270432,-111.042936,"2022-01-19 21:00:09","mollohan_baldwin"
"20704",20704,725539,"BC #27 Wyatt",32.292708,-111.037251,"2022-01-20 10:00:10","mollohan_baldwin"
"20705",20705,725539,"BC #27 Wyatt",32.303436,-111.046903,"2022-01-20 15:00:37","mollohan_baldwin"
"20706",20706,725539,"BC #27 Wyatt",32.276859,-111.026252,"2022-01-20 23:00:08","mollohan_baldwin"
"20707",20707,725539,"BC #27 Wyatt",32.25231,-111.020837,"2022-01-21 12:00:12","mollohan_baldwin"
"20708",20708,725539,"BC #27 Wyatt",32.275971,-111.021539,"2022-01-22 1:00:25","mollohan_baldwin"
"20709",20709,725539,"BC #27 Wyatt",32.277014,-111.031322,"2022-01-22 14:00:07","mollohan_baldwin"
"20710",20710,725539,"BC #27 Wyatt",32.284301,-111.027327,"2022-01-23 1:00:12","mollohan_baldwin"
"20711",20711,725539,"BC #27 Wyatt",32.284308,-111.027389,"2022-01-23 3:00:17","mollohan_baldwin"
"20712",20712,725539,"BC #27 Wyatt",32.284359,-111.027486,"2022-01-23 5:00:08","mollohan_baldwin"
"20713",20713,725539,"BC #27 Wyatt",32.294113,-111.038119,"2022-01-23 7:00:11","mollohan_baldwin"
"20714",20714,725539,"BC #27 Wyatt",32.277785,-111.040229,"2022-01-23 11:00:06","mollohan_baldwin"
"20715",20715,725539,"BC #27 Wyatt",32.265728,-111.044794,"2022-01-23 13:00:07","mollohan_baldwin"
"20716",20716,725539,"BC #27 Wyatt",32.259705,-111.030426,"2022-01-23 15:00:09","mollohan_baldwin"
"20717",20717,725539,"BC #27 Wyatt",32.278596,-111.022512,"2022-01-23 17:00:25","mollohan_baldwin"
"20718",20718,725539,"BC #27 Wyatt",32.279671,-111.02394,"2022-01-23 19:00:12","mollohan_baldwin"
"20719",20719,725539,"BC #27 Wyatt",32.28624,-111.026183,"2022-01-23 21:00:09","mollohan_baldwin"
"20720",20720,725539,"BC #27 Wyatt",32.286235,-111.026175,"2022-01-23 23:00:10","mollohan_baldwin"
"20721",20721,725539,"BC #27 Wyatt",32.283971,-111.025813,"2022-01-24 1:00:25","mollohan_baldwin"
"20722",20722,725539,"BC #27 Wyatt",32.284096,-111.026601,"2022-01-24 3:00:18","mollohan_baldwin"
"20723",20723,725539,"BC #27 Wyatt",32.284059,-111.026677,"2022-01-24 5:00:09","mollohan_baldwin"
"20724",20724,725539,"BC #27 Wyatt",32.27808,-111.020238,"2022-01-24 9:00:09","mollohan_baldwin"
"20725",20725,725539,"BC #27 Wyatt",32.258254,-111.030242,"2022-01-24 13:00:08","mollohan_baldwin"
"20726",20726,725539,"BC #27 Wyatt",32.26597,-111.044553,"2022-01-24 15:00:11","mollohan_baldwin"
"20727",20727,725539,"BC #27 Wyatt",32.281544,-111.030789,"2022-01-24 17:00:10","mollohan_baldwin"
"20728",20728,725539,"BC #27 Wyatt",32.277641,-111.024776,"2022-01-24 19:00:26","mollohan_baldwin"
"20729",20729,725539,"BC #27 Wyatt",32.283067,-111.02926,"2022-01-24 23:00:11","mollohan_baldwin"
"20730",20730,725539,"BC #27 Wyatt",32.298797,-111.040424,"2022-01-25 3:00:25","mollohan_baldwin"
"20731",20731,725539,"BC #27 Wyatt",32.298861,-111.040292,"2022-01-25 5:00:09","mollohan_baldwin"
"20732",20732,725539,"BC #27 Wyatt",32.298898,-111.04033,"2022-01-25 7:00:10","mollohan_baldwin"
"20733",20733,725539,"BC #27 Wyatt",32.284853,-111.043186,"2022-01-25 9:00:07","mollohan_baldwin"
"20734",20734,725539,"BC #27 Wyatt",32.265887,-111.041578,"2022-01-25 11:00:07","mollohan_baldwin"
"20735",20735,725539,"BC #27 Wyatt",32.278271,-111.021528,"2022-01-25 13:00:11","mollohan_baldwin"
"20736",20736,725539,"BC #27 Wyatt",32.27887,-111.023317,"2022-01-25 15:00:10","mollohan_baldwin"
"20737",20737,725539,"BC #27 Wyatt",32.280621,-111.025932,"2022-01-25 17:00:10","mollohan_baldwin"
"20738",20738,725539,"BC #27 Wyatt",32.284333,-111.027367,"2022-01-25 19:00:17","mollohan_baldwin"
"20739",20739,725539,"BC #27 Wyatt",32.282104,-111.026114,"2022-01-25 23:00:12","mollohan_baldwin"
"20740",20740,725539,"BC #27 Wyatt",32.282214,-111.026108,"2022-01-26 1:00:06","mollohan_baldwin"
"20741",20741,725539,"BC #27 Wyatt",32.283516,-111.025622,"2022-01-26 3:00:08","mollohan_baldwin"
"20742",20742,725539,"BC #27 Wyatt",32.283552,-111.025674,"2022-01-26 5:00:09","mollohan_baldwin"
"20743",20743,725539,"BC #27 Wyatt",32.282269,-111.027126,"2022-01-26 7:00:10","mollohan_baldwin"
"20744",20744,725539,"BC #27 Wyatt",32.263629,-111.045825,"2022-01-26 11:00:07","mollohan_baldwin"
"20745",20745,725539,"BC #27 Wyatt",32.260094,-111.024242,"2022-01-26 13:00:11","mollohan_baldwin"
"20746",20746,725539,"BC #27 Wyatt",32.262656,-111.022961,"2022-01-26 15:00:09","mollohan_baldwin"
"20747",20747,725539,"BC #27 Wyatt",32.283045,-111.041427,"2022-01-26 17:00:12","mollohan_baldwin"
"20748",20748,725539,"BC #27 Wyatt",32.291966,-111.046587,"2022-01-26 19:00:08","mollohan_baldwin"
"20749",20749,725539,"BC #27 Wyatt",32.299857,-111.041124,"2022-01-26 21:00:10","mollohan_baldwin"
"20750",20750,725539,"BC #27 Wyatt",32.280762,-111.027349,"2022-01-26 23:00:16","mollohan_baldwin"
"20751",20751,725539,"BC #27 Wyatt",32.280948,-111.026891,"2022-01-27 3:00:22","mollohan_baldwin"
"20752",20752,725539,"BC #27 Wyatt",32.278767,-111.025565,"2022-01-27 5:00:12","mollohan_baldwin"
"20753",20753,725539,"BC #27 Wyatt",32.271863,-111.029292,"2022-01-27 11:00:10","mollohan_baldwin"
"20754",20754,725539,"BC #27 Wyatt",32.27158,-111.041507,"2022-01-27 13:00:11","mollohan_baldwin"
"20755",20755,725539,"BC #27 Wyatt",32.289857,-111.045756,"2022-01-27 15:00:13","mollohan_baldwin"
"20756",20756,725539,"BC #27 Wyatt",32.29192,-111.045778,"2022-01-27 17:00:13","mollohan_baldwin"
"20757",20757,725539,"BC #27 Wyatt",32.299059,-111.041173,"2022-01-27 19:00:47","mollohan_baldwin"
"20758",20758,725539,"BC #27 Wyatt",32.287392,-111.027046,"2022-01-27 21:00:10","mollohan_baldwin"
"20759",20759,725539,"BC #27 Wyatt",32.284304,-111.026969,"2022-01-27 23:00:11","mollohan_baldwin"
"20760",20760,725539,"BC #27 Wyatt",32.284317,-111.027393,"2022-01-28 1:00:09","mollohan_baldwin"
"20761",20761,725539,"BC #27 Wyatt",32.284225,-111.027516,"2022-01-28 5:00:08","mollohan_baldwin"
"20762",20762,725539,"BC #27 Wyatt",32.25032,-111.020958,"2022-01-28 11:00:08","mollohan_baldwin"
"20763",20763,725539,"BC #27 Wyatt",32.258826,-111.04079,"2022-01-28 13:00:10","mollohan_baldwin"
"20764",20764,725539,"BC #27 Wyatt",32.27777,-111.037691,"2022-01-28 15:00:11","mollohan_baldwin"
"20765",20765,725539,"BC #27 Wyatt",32.282523,-111.035709,"2022-01-28 17:00:13","mollohan_baldwin"
"20766",20766,725539,"BC #27 Wyatt",32.274415,-111.037653,"2022-01-28 19:00:10","mollohan_baldwin"
"20767",20767,725539,"BC #27 Wyatt",32.277585,-111.022096,"2022-01-28 21:00:08","mollohan_baldwin"
"20768",20768,725539,"BC #27 Wyatt",32.282203,-111.02611,"2022-01-28 23:00:09","mollohan_baldwin"
"20769",20769,725539,"BC #27 Wyatt",32.284133,-111.02662,"2022-01-29 3:00:11","mollohan_baldwin"
"20770",20770,725539,"BC #27 Wyatt",32.284121,-111.026637,"2022-01-29 5:00:12","mollohan_baldwin"
"20771",20771,725539,"BC #27 Wyatt",32.287781,-111.042469,"2022-01-29 9:00:09","mollohan_baldwin"
"20772",20772,725539,"BC #27 Wyatt",32.2715,-111.04219,"2022-01-29 11:00:09","mollohan_baldwin"
"20773",20773,725539,"BC #27 Wyatt",32.263642,-111.040705,"2022-01-29 13:00:09","mollohan_baldwin"
"20774",20774,725539,"BC #27 Wyatt",32.267264,-111.036968,"2022-01-29 15:00:09","mollohan_baldwin"
"20775",20775,725539,"BC #27 Wyatt",32.266171,-111.044572,"2022-01-29 17:00:18","mollohan_baldwin"
"20776",20776,725539,"BC #27 Wyatt",32.280918,-111.02962,"2022-01-29 19:00:13","mollohan_baldwin"
"20777",20777,725539,"BC #27 Wyatt",32.277201,-111.024397,"2022-01-29 21:00:13","mollohan_baldwin"
"20778",20778,725539,"BC #27 Wyatt",32.276925,-111.025814,"2022-01-29 23:00:09","mollohan_baldwin"
"20779",20779,725539,"BC #27 Wyatt",32.276853,-111.025705,"2022-01-30 1:00:14","mollohan_baldwin"
"20780",20780,725539,"BC #27 Wyatt",32.276463,-111.02026,"2022-01-30 3:00:14","mollohan_baldwin"
"20781",20781,725539,"BC #27 Wyatt",32.278017,-111.020648,"2022-01-30 5:00:17","mollohan_baldwin"
"20782",20782,725539,"BC #27 Wyatt",32.278043,-111.020693,"2022-01-30 7:00:10","mollohan_baldwin"
"20783",20783,725539,"BC #27 Wyatt",32.276966,-111.028311,"2022-01-30 9:00:08","mollohan_baldwin"
"20784",20784,725539,"BC #27 Wyatt",32.268079,-111.036368,"2022-01-30 11:00:08","mollohan_baldwin"
"20785",20785,725539,"BC #27 Wyatt",32.278732,-111.022519,"2022-01-30 13:00:09","mollohan_baldwin"
"20786",20786,725539,"BC #27 Wyatt",32.280783,-111.025723,"2022-01-30 15:00:14","mollohan_baldwin"
"20787",20787,725539,"BC #27 Wyatt",32.286391,-111.0378,"2022-01-30 17:00:09","mollohan_baldwin"
"20788",20788,725539,"BC #27 Wyatt",32.28101,-111.051377,"2022-01-30 19:00:10","mollohan_baldwin"
"20789",20789,725539,"BC #27 Wyatt",32.277144,-111.02937,"2022-01-30 21:00:10","mollohan_baldwin"
"20790",20790,725539,"BC #27 Wyatt",32.27851,-111.022582,"2022-01-30 23:00:13","mollohan_baldwin"
"20791",20791,725539,"BC #27 Wyatt",32.278839,-111.022284,"2022-01-31 1:00:13","mollohan_baldwin"
"20792",20792,725539,"BC #27 Wyatt",32.278674,-111.023773,"2022-01-31 3:00:25","mollohan_baldwin"
"20793",20793,725539,"BC #27 Wyatt",32.278106,-111.024822,"2022-01-31 5:00:23","mollohan_baldwin"
"20794",20794,725539,"BC #27 Wyatt",32.278763,-111.023929,"2022-01-31 7:00:10","mollohan_baldwin"
"20795",20795,725539,"BC #27 Wyatt",32.266522,-111.044518,"2022-01-31 11:00:11","mollohan_baldwin"
"20796",20796,725539,"BC #27 Wyatt",32.271769,-111.042418,"2022-01-31 13:00:10","mollohan_baldwin"
"20797",20797,725539,"BC #27 Wyatt",32.279657,-111.031521,"2022-01-31 15:00:11","mollohan_baldwin"
"20798",20798,725539,"BC #27 Wyatt",32.278242,-111.021512,"2022-01-31 17:00:16","mollohan_baldwin"
"20799",20799,725539,"BC #27 Wyatt",32.278533,-111.02756,"2022-01-31 19:00:09","mollohan_baldwin"
"20800",20800,725539,"BC #27 Wyatt",32.287934,-111.028178,"2022-01-31 21:00:10","mollohan_baldwin"
"20801",20801,725539,"BC #27 Wyatt",32.289194,-111.032142,"2022-01-31 23:00:15","mollohan_baldwin"
"20802",20802,725539,"BC #27 Wyatt",32.29976,-111.043398,"2022-02-01 3:00:08","mollohan_baldwin"
"20803",20803,725539,"BC #27 Wyatt",32.299684,-111.043419,"2022-02-01 5:00:08","mollohan_baldwin"
"20804",20804,725539,"BC #27 Wyatt",32.299612,-111.043518,"2022-02-01 7:00:11","mollohan_baldwin"
"20805",20805,725539,"BC #27 Wyatt",32.265832,-111.041038,"2022-02-01 11:00:08","mollohan_baldwin"
"20806",20806,725539,"BC #27 Wyatt",32.264961,-111.041345,"2022-02-01 13:00:08","mollohan_baldwin"
"20807",20807,725539,"BC #27 Wyatt",32.261519,-111.030456,"2022-02-01 15:00:09","mollohan_baldwin"
"20808",20808,725539,"BC #27 Wyatt",32.267397,-111.037085,"2022-02-01 17:00:25","mollohan_baldwin"
"20809",20809,725539,"BC #27 Wyatt",32.260522,-111.04349,"2022-02-01 19:00:09","mollohan_baldwin"
"20810",20810,725539,"BC #27 Wyatt",32.27838,-111.025282,"2022-02-01 21:00:15","mollohan_baldwin"
"20811",20811,725539,"BC #27 Wyatt",32.286855,-111.02555,"2022-02-01 23:00:11","mollohan_baldwin"
"20812",20812,725539,"BC #27 Wyatt",32.284423,-111.026426,"2022-02-02 3:00:08","mollohan_baldwin"
"20813",20813,725539,"BC #27 Wyatt",32.28284,-111.026582,"2022-02-02 7:00:11","mollohan_baldwin"
"20814",20814,725539,"BC #27 Wyatt",32.275776,-111.020227,"2022-02-02 9:00:09","mollohan_baldwin"
"20815",20815,725539,"BC #27 Wyatt",32.255599,-111.024391,"2022-02-02 13:00:09","mollohan_baldwin"
"20816",20816,725539,"BC #27 Wyatt",32.277521,-111.038328,"2022-02-02 19:00:09","mollohan_baldwin"
"20817",20817,725539,"BC #27 Wyatt",32.278742,-111.024873,"2022-02-03 1:00:12","mollohan_baldwin"
"20818",20818,725539,"BC #27 Wyatt",32.278644,-111.024874,"2022-02-03 7:00:24","mollohan_baldwin"
"20819",20819,725539,"BC #27 Wyatt",32.279209,-111.021844,"2022-02-03 19:00:10","mollohan_baldwin"
"20820",20820,725539,"BC #27 Wyatt",32.298823,-111.040369,"2022-02-03 23:00:39","mollohan_baldwin"
"20821",20821,725539,"BC #27 Wyatt",32.28567,-111.029865,"2022-02-04 7:00:21","mollohan_baldwin"
"20822",20822,725539,"BC #27 Wyatt",32.271481,-111.04249,"2022-02-04 19:00:13","mollohan_baldwin"
"20823",20823,725539,"BC #27 Wyatt",32.274668,-111.020524,"2022-02-05 1:00:11","mollohan_baldwin"
"20824",20824,725539,"BC #27 Wyatt",32.279447,-111.025253,"2022-02-05 7:00:07","mollohan_baldwin"
"20825",20825,725539,"BC #27 Wyatt",32.258705,-111.040451,"2022-02-05 13:00:09","mollohan_baldwin"
"20826",20826,725539,"BC #27 Wyatt",32.282698,-111.030752,"2022-02-05 19:00:10","mollohan_baldwin"
"20827",20827,725539,"BC #27 Wyatt",32.287658,-111.033133,"2022-02-06 1:00:13","mollohan_baldwin"
"20828",20828,725539,"BC #27 Wyatt",32.284957,-111.029873,"2022-02-06 7:00:10","mollohan_baldwin"
"20829",20829,725539,"BC #27 Wyatt",32.265742,-111.043743,"2022-02-06 13:00:08","mollohan_baldwin"
"20830",20830,725539,"BC #27 Wyatt",32.284485,-111.027474,"2022-02-06 19:00:07","mollohan_baldwin"
"20831",20831,725539,"BC #27 Wyatt",32.279117,-111.024559,"2022-02-07 1:00:22","mollohan_baldwin"
"20832",20832,725539,"BC #27 Wyatt",32.279045,-111.02449,"2022-02-07 7:00:08","mollohan_baldwin"
"20833",20833,725539,"BC #27 Wyatt",32.257697,-111.043346,"2022-02-07 13:00:11","mollohan_baldwin"
"20834",20834,725539,"BC #27 Wyatt",32.28765,-111.033894,"2022-02-07 19:00:11","mollohan_baldwin"
"20835",20835,725539,"BC #27 Wyatt",32.299764,-111.043513,"2022-02-08 1:00:09","mollohan_baldwin"
"20836",20836,725539,"BC #27 Wyatt",32.287431,-111.027243,"2022-02-08 7:00:09","mollohan_baldwin"
"20837",20837,725539,"BC #27 Wyatt",32.282464,-111.032004,"2022-02-08 13:00:10","mollohan_baldwin"
"20838",20838,725539,"BC #27 Wyatt",32.276647,-111.039523,"2022-02-08 19:00:13","mollohan_baldwin"
"20839",20839,725539,"BC #27 Wyatt",32.282106,-111.024442,"2022-02-09 1:00:26","mollohan_baldwin"
"20840",20840,725539,"BC #27 Wyatt",32.288002,-111.031413,"2022-02-09 7:00:09","mollohan_baldwin"
"20841",20841,725539,"BC #27 Wyatt",32.28536,-111.029848,"2022-02-09 13:00:08","mollohan_baldwin"
"20842",20842,725539,"BC #27 Wyatt",32.285341,-111.029961,"2022-02-09 19:00:09","mollohan_baldwin"
"20843",20843,725539,"BC #27 Wyatt",32.285345,-111.029947,"2022-02-10 1:00:09","mollohan_baldwin"
"20844",20844,725539,"BC #27 Wyatt",32.253166,-111.048205,"2022-02-10 13:00:10","mollohan_baldwin"
"20845",20845,725539,"BC #27 Wyatt",32.272706,-111.01785,"2022-02-10 19:00:07","mollohan_baldwin"
"20846",20846,725539,"BC #27 Wyatt",32.28403,-111.031708,"2022-02-11 1:00:13","mollohan_baldwin"
"20847",20847,725539,"BC #27 Wyatt",32.284017,-111.031732,"2022-02-11 3:02:09","mollohan_baldwin"
"20848",20848,725539,"BC #27 Wyatt",32.283995,-111.031732,"2022-02-11 7:00:08","mollohan_baldwin"
"20849",20849,725539,"BC #27 Wyatt",32.290395,-111.042889,"2022-02-11 13:00:12","mollohan_baldwin"
"20850",20850,725539,"BC #27 Wyatt",32.257647,-111.041031,"2022-02-11 19:00:12","mollohan_baldwin"
"20851",20851,725539,"BC #27 Wyatt",32.297712,-111.041522,"2022-02-12 1:00:14","mollohan_baldwin"
"20852",20852,725539,"BC #27 Wyatt",32.277016,-111.041314,"2022-02-12 13:00:11","mollohan_baldwin"
"20853",20853,725539,"BC #27 Wyatt",32.253508,-111.047578,"2022-02-12 19:00:09","mollohan_baldwin"
"20854",20854,725539,"BC #27 Wyatt",32.269324,-111.035259,"2022-02-13 1:00:10","mollohan_baldwin"
"20855",20855,725539,"BC #27 Wyatt",32.254982,-111.044823,"2022-02-13 13:00:10","mollohan_baldwin"
"20856",20856,725539,"BC #27 Wyatt",32.2579,-111.05645,"2022-02-13 19:00:09","mollohan_baldwin"
"20857",20857,725539,"BC #27 Wyatt",32.298123,-111.039731,"2022-02-14 7:00:19","mollohan_baldwin"
"20858",20858,725539,"BC #27 Wyatt",32.258187,-111.047548,"2022-02-14 13:00:09","mollohan_baldwin"
"20859",20859,725539,"BC #27 Wyatt",32.257597,-111.04745,"2022-02-14 19:00:11","mollohan_baldwin"
"20860",20860,725539,"BC #27 Wyatt",32.278281,-111.020599,"2022-02-15 7:00:11","mollohan_baldwin"
"20861",20861,725539,"BC #27 Wyatt",32.287574,-111.053671,"2022-02-15 13:00:10","mollohan_baldwin"
"20862",20862,725539,"BC #27 Wyatt",32.264985,-111.011452,"2022-02-15 19:00:15","mollohan_baldwin"
"20863",20863,725539,"BC #27 Wyatt",32.287337,-111.027122,"2022-02-16 1:00:14","mollohan_baldwin"
"20864",20864,725539,"BC #27 Wyatt",32.287071,-111.027413,"2022-02-16 7:00:10","mollohan_baldwin"
"20865",20865,725539,"BC #27 Wyatt",32.276084,-111.021674,"2022-02-16 13:00:09","mollohan_baldwin"
"20866",20866,725539,"BC #27 Wyatt",32.268406,-111.052727,"2022-02-16 19:00:15","mollohan_baldwin"
"20867",20867,725539,"BC #27 Wyatt",32.298871,-111.04033,"2022-02-17 1:00:11","mollohan_baldwin"
"20868",20868,725539,"BC #27 Wyatt",32.274595,-111.057324,"2022-02-17 13:00:26","mollohan_baldwin"
"20869",20869,725539,"BC #27 Wyatt",32.261681,-111.045799,"2022-02-17 19:00:13","mollohan_baldwin"
"20870",20870,725539,"BC #27 Wyatt",32.297746,-111.039192,"2022-02-18 1:00:10","mollohan_baldwin"
"20871",20871,725539,"BC #27 Wyatt",32.298877,-111.038384,"2022-02-18 7:00:39","mollohan_baldwin"
"20872",20872,725539,"BC #27 Wyatt",32.279288,-111.020562,"2022-02-18 13:00:11","mollohan_baldwin"
"20873",20873,725539,"BC #27 Wyatt",32.254923,-111.038009,"2022-02-18 19:00:12","mollohan_baldwin"
"20874",20874,725539,"BC #27 Wyatt",32.276648,-111.02529,"2022-02-19 1:00:20","mollohan_baldwin"
"20875",20875,725539,"BC #27 Wyatt",32.278347,-111.026193,"2022-02-19 7:00:20","mollohan_baldwin"
"20876",20876,725539,"BC #27 Wyatt",32.285674,-111.034967,"2022-02-19 13:00:09","mollohan_baldwin"
"20877",20877,725539,"BC #27 Wyatt",32.257765,-111.040937,"2022-02-19 19:00:10","mollohan_baldwin"
"20878",20878,725539,"BC #27 Wyatt",32.284197,-111.026893,"2022-02-20 7:00:11","mollohan_baldwin"
"20879",20879,725539,"BC #27 Wyatt",32.254427,-111.0434,"2022-02-20 13:00:08","mollohan_baldwin"
"20880",20880,725539,"BC #27 Wyatt",32.25821,-111.041085,"2022-02-20 19:00:12","mollohan_baldwin"
"20881",20881,725539,"BC #27 Wyatt",32.298937,-111.040436,"2022-02-21 1:00:14","mollohan_baldwin"
"20882",20882,725539,"BC #27 Wyatt",32.299838,-111.043735,"2022-02-21 7:00:07","mollohan_baldwin"
"20883",20883,725539,"BC #27 Wyatt",32.275368,-111.050977,"2022-02-21 13:00:09","mollohan_baldwin"
"20884",20884,725539,"BC #27 Wyatt",32.25457,-111.027167,"2022-02-21 19:00:13","mollohan_baldwin"
"20885",20885,725539,"BC #27 Wyatt",32.251663,-111.023358,"2022-02-22 1:00:26","mollohan_baldwin"
"20886",20886,725539,"BC #27 Wyatt",32.251999,-111.023189,"2022-02-22 7:00:10","mollohan_baldwin"
"20887",20887,725539,"BC #27 Wyatt",32.247989,-111.021111,"2022-02-22 13:00:13","mollohan_baldwin"
"20888",20888,725539,"BC #27 Wyatt",32.258047,-111.022946,"2022-02-22 19:00:08","mollohan_baldwin"
"20889",20889,725539,"BC #27 Wyatt",32.258063,-111.023022,"2022-02-23 1:00:08","mollohan_baldwin"
"20890",20890,725539,"BC #27 Wyatt",32.25808,-111.022873,"2022-02-23 7:00:14","mollohan_baldwin"
"20891",20891,725539,"BC #27 Wyatt",32.258015,-111.022874,"2022-02-23 13:00:08","mollohan_baldwin"
"20892",20892,725539,"BC #27 Wyatt",32.25808,-111.022849,"2022-02-23 19:00:17","mollohan_baldwin"
"20893",20893,725539,"BC #27 Wyatt",32.258116,-111.022755,"2022-02-24 1:00:16","mollohan_baldwin"
"20894",20894,725539,"BC #27 Wyatt",32.257806,-111.022918,"2022-02-24 7:00:08","mollohan_baldwin"
"20895",20895,725539,"BC #27 Wyatt",32.253664,-111.047425,"2022-02-24 13:00:20","mollohan_baldwin"
"20896",20896,725539,"BC #27 Wyatt",32.272639,-111.04054,"2022-02-24 19:00:07","mollohan_baldwin"
"20897",20897,725539,"BC #27 Wyatt",32.298983,-111.041528,"2022-02-25 1:00:16","mollohan_baldwin"
"20898",20898,725539,"BC #27 Wyatt",32.278009,-111.023042,"2022-02-25 11:00:42","mollohan_baldwin"
"20899",20899,725539,"BC #27 Wyatt",32.254849,-111.045159,"2022-02-25 13:00:11","mollohan_baldwin"
"20900",20900,725539,"BC #27 Wyatt",32.260055,-111.046671,"2022-02-25 19:00:12","mollohan_baldwin"
"20901",20901,725539,"BC #27 Wyatt",32.260106,-111.046292,"2022-02-26 1:00:12","mollohan_baldwin"
"20902",20902,725539,"BC #27 Wyatt",32.257952,-111.046396,"2022-02-26 7:00:06","mollohan_baldwin"
"20903",20903,725539,"BC #27 Wyatt",32.258079,-111.046348,"2022-02-26 13:00:09","mollohan_baldwin"
"20904",20904,725539,"BC #27 Wyatt",32.25785,-111.046522,"2022-02-26 19:00:12","mollohan_baldwin"
"20905",20905,725539,"BC #27 Wyatt",32.277542,-111.020488,"2022-02-27 1:00:09","mollohan_baldwin"
"20906",20906,725539,"BC #27 Wyatt",32.286109,-111.02653,"2022-02-27 7:00:10","mollohan_baldwin"
"20907",20907,725539,"BC #27 Wyatt",32.301974,-111.046651,"2022-02-27 13:00:09","mollohan_baldwin"
"20908",20908,725539,"BC #27 Wyatt",32.287508,-111.038718,"2022-02-27 19:00:07","mollohan_baldwin"
"20909",20909,725539,"BC #27 Wyatt",32.288699,-111.032303,"2022-02-28 1:00:24","mollohan_baldwin"
"20910",20910,725539,"BC #27 Wyatt",32.285754,-111.034969,"2022-02-28 13:00:14","mollohan_baldwin"
"20911",20911,725539,"BC #27 Wyatt",32.298236,-111.045722,"2022-02-28 19:00:08","mollohan_baldwin"
"20912",20912,725539,"BC #27 Wyatt",32.284198,-111.026805,"2022-03-01 1:00:10","mollohan_baldwin"
"20913",20913,725539,"BC #27 Wyatt",32.267437,-111.024404,"2022-03-01 13:00:09","mollohan_baldwin"
"20914",20914,725539,"BC #27 Wyatt",32.264607,-111.008927,"2022-03-01 19:00:09","mollohan_baldwin"
"20915",20915,725539,"BC #27 Wyatt",32.284142,-111.026653,"2022-03-02 1:00:09","mollohan_baldwin"
"20916",20916,725539,"BC #27 Wyatt",32.277128,-111.047158,"2022-03-02 13:00:10","mollohan_baldwin"
"20917",20917,725539,"BC #27 Wyatt",32.266139,-111.008575,"2022-03-02 19:00:14","mollohan_baldwin"
"20918",20918,725539,"BC #27 Wyatt",32.299414,-111.042258,"2022-03-03 1:00:18","mollohan_baldwin"
"20919",20919,725539,"BC #27 Wyatt",32.299237,-111.037199,"2022-03-03 13:00:13","mollohan_baldwin"
"20920",20920,725539,"BC #27 Wyatt",32.299242,-111.037202,"2022-03-03 19:00:09","mollohan_baldwin"
"20921",20921,725539,"BC #27 Wyatt",32.298693,-111.037971,"2022-03-04 1:00:10","mollohan_baldwin"
"20922",20922,725539,"BC #27 Wyatt",32.299292,-111.045008,"2022-03-04 13:00:18","mollohan_baldwin"
"20923",20923,725539,"BC #27 Wyatt",32.299231,-111.037247,"2022-03-04 15:01:10","mollohan_baldwin"
"20924",20924,725539,"BC #27 Wyatt",32.29929,-111.037256,"2022-03-04 19:00:11","mollohan_baldwin"
"20925",20925,725539,"BC #27 Wyatt",32.284081,-111.026682,"2022-03-05 1:00:09","mollohan_baldwin"
"20926",20926,725539,"BC #27 Wyatt",32.255129,-111.059044,"2022-03-05 13:00:11","mollohan_baldwin"
"20927",20927,725539,"BC #27 Wyatt",32.264632,-111.026438,"2022-03-05 19:00:09","mollohan_baldwin"
"20928",20928,725539,"BC #27 Wyatt",32.286061,-111.026876,"2022-03-06 1:00:07","mollohan_baldwin"
"20929",20929,725539,"BC #27 Wyatt",32.270438,-111.036373,"2022-03-06 13:00:08","mollohan_baldwin"
"20930",20930,725539,"BC #27 Wyatt",32.293816,-111.03821,"2022-03-06 19:00:11","mollohan_baldwin"
"20931",20931,725539,"BC #27 Wyatt",32.291975,-111.037182,"2022-03-07 1:00:09","mollohan_baldwin"
