"X.1","X","tag.individual.identifier","individual.local.identifier","location.lat","location.long","timestamp","data_owner","individual.identifier"
21254,21254,725539,"BC #27 Wyatt",32.28726,-111.027586,"2022-04-24 7:00:11","mollohan_baldwin","Wyatt"
21255,21255,725539,"BC #27 Wyatt",32.266838,-111.025089,"2022-04-24 13:00:10","mollohan_baldwin","Wyatt"
21256,21256,725539,"BC #27 Wyatt",32.287395,-111.042988,"2022-04-24 19:00:12","mollohan_baldwin","Wyatt"
21257,21257,725539,"BC #27 Wyatt",32.300404,-111.045703,"2022-04-25 7:00:10","mollohan_baldwin","Wyatt"
21258,21258,725539,"BC #27 Wyatt",32.288162,-111.033808,"2022-04-25 19:00:13","mollohan_baldwin","Wyatt"
21259,21259,725539,"BC #27 Wyatt",32.278251,-111.022631,"2022-04-26 1:00:16","mollohan_baldwin","Wyatt"
21260,21260,725539,"BC #27 Wyatt",32.275728,-111.023694,"2022-04-26 19:00:12","mollohan_baldwin","Wyatt"
21261,21261,725539,"BC #27 Wyatt",32.29141,-111.036831,"2022-04-27 7:00:11","mollohan_baldwin","Wyatt"
21262,21262,725539,"BC #27 Wyatt",32.30015,-111.04427,"2022-04-27 13:00:13","mollohan_baldwin","Wyatt"
21263,21263,725539,"BC #27 Wyatt",32.280783,-111.025666,"2022-04-28 7:00:25","mollohan_baldwin","Wyatt"
21264,21264,725539,"BC #27 Wyatt",32.259946,-111.042584,"2022-04-28 13:00:08","mollohan_baldwin","Wyatt"
21265,21265,725539,"BC #27 Wyatt",32.274868,-111.01752,"2022-04-28 19:00:12","mollohan_baldwin","Wyatt"
21266,21266,725539,"BC #27 Wyatt",32.281309,-111.025446,"2022-04-29 7:00:16","mollohan_baldwin","Wyatt"
21267,21267,725539,"BC #27 Wyatt",32.289102,-111.034218,"2022-04-29 13:00:20","mollohan_baldwin","Wyatt"
21268,21268,725539,"BC #27 Wyatt",32.302822,-111.047232,"2022-04-29 19:00:07","mollohan_baldwin","Wyatt"
21269,21269,725539,"BC #27 Wyatt",32.300948,-111.046286,"2022-04-30 1:00:10","mollohan_baldwin","Wyatt"
21270,21270,725539,"BC #27 Wyatt",32.299794,-111.043724,"2022-04-30 7:00:11","mollohan_baldwin","Wyatt"
21271,21271,725539,"BC #27 Wyatt",32.276912,-111.020379,"2022-04-30 19:00:16","mollohan_baldwin","Wyatt"
21272,21272,725539,"BC #27 Wyatt",32.277269,-111.020574,"2022-04-30 23:00:37","mollohan_baldwin","Wyatt"
21273,21273,725539,"BC #27 Wyatt",32.270746,-111.042909,"2022-05-01 13:00:10","mollohan_baldwin","Wyatt"
21274,21274,725539,"BC #27 Wyatt",32.274549,-111.026583,"2022-05-01 19:00:26","mollohan_baldwin","Wyatt"
21275,21275,725539,"BC #27 Wyatt",32.28412,-111.026236,"2022-05-02 1:00:24","mollohan_baldwin","Wyatt"
21276,21276,725539,"BC #27 Wyatt",32.300185,-111.037073,"2022-05-02 13:00:08","mollohan_baldwin","Wyatt"
21277,21277,725539,"BC #27 Wyatt",32.286435,-111.032841,"2022-05-02 19:00:14","mollohan_baldwin","Wyatt"
21278,21278,725539,"BC #27 Wyatt",32.268504,-111.03559,"2022-05-03 13:00:17","mollohan_baldwin","Wyatt"
21279,21279,725539,"BC #27 Wyatt",32.266264,-111.016765,"2022-05-03 19:00:18","mollohan_baldwin","Wyatt"
21280,21280,725539,"BC #27 Wyatt",32.284225,-111.02812,"2022-05-04 7:00:10","mollohan_baldwin","Wyatt"
21281,21281,725539,"BC #27 Wyatt",32.267306,-111.037458,"2022-05-04 13:00:14","mollohan_baldwin","Wyatt"
21282,21282,725539,"BC #27 Wyatt",32.282358,-111.03234,"2022-05-04 19:00:10","mollohan_baldwin","Wyatt"
21283,21283,725539,"BC #27 Wyatt",32.297761,-111.0396,"2022-05-05 7:00:10","mollohan_baldwin","Wyatt"
21284,21284,725539,"BC #27 Wyatt",32.304829,-111.048138,"2022-05-05 13:00:10","mollohan_baldwin","Wyatt"
21285,21285,725539,"BC #27 Wyatt",32.292211,-111.03603,"2022-05-05 19:00:10","mollohan_baldwin","Wyatt"
21286,21286,725539,"BC #27 Wyatt",32.284277,-111.026277,"2022-05-06 7:00:11","mollohan_baldwin","Wyatt"
21287,21287,725539,"BC #27 Wyatt",32.265714,-111.034027,"2022-05-06 13:00:19","mollohan_baldwin","Wyatt"
21288,21288,725539,"BC #27 Wyatt",32.270839,-111.043522,"2022-05-06 19:00:12","mollohan_baldwin","Wyatt"
21289,21289,725539,"BC #27 Wyatt",32.285299,-111.027363,"2022-05-07 7:00:10","mollohan_baldwin","Wyatt"
21290,21290,725539,"BC #27 Wyatt",32.26258,-111.029886,"2022-05-07 13:00:12","mollohan_baldwin","Wyatt"
21291,21291,725539,"BC #27 Wyatt",32.286566,-111.033377,"2022-05-07 19:00:13","mollohan_baldwin","Wyatt"
21292,21292,725539,"BC #27 Wyatt",32.291841,-111.037265,"2022-05-08 13:00:15","mollohan_baldwin","Wyatt"
21293,21293,725539,"BC #27 Wyatt",32.304283,-111.048036,"2022-05-08 19:00:15","mollohan_baldwin","Wyatt"
21294,21294,725539,"BC #27 Wyatt",32.299491,-111.043876,"2022-05-09 7:00:27","mollohan_baldwin","Wyatt"
21295,21295,725539,"BC #27 Wyatt",32.289199,-111.034374,"2022-05-09 13:00:22","mollohan_baldwin","Wyatt"
21296,21296,725539,"BC #27 Wyatt",32.282302,-111.024471,"2022-05-09 19:00:12","mollohan_baldwin","Wyatt"
21297,21297,725539,"BC #27 Wyatt",32.290808,-111.03636,"2022-05-10 7:00:12","mollohan_baldwin","Wyatt"
21298,21298,725539,"BC #27 Wyatt",32.273893,-111.037221,"2022-05-10 13:00:25","mollohan_baldwin","Wyatt"
21299,21299,725539,"BC #27 Wyatt",32.268744,-111.030409,"2022-05-10 19:00:15","mollohan_baldwin","Wyatt"
21300,21300,725539,"BC #27 Wyatt",32.281493,-111.028353,"2022-05-11 1:00:07","mollohan_baldwin","Wyatt"
21301,21301,725539,"BC #27 Wyatt",32.283949,-111.028098,"2022-05-11 7:00:10","mollohan_baldwin","Wyatt"
21302,21302,725539,"BC #27 Wyatt",32.275499,-111.015592,"2022-05-11 13:00:11","mollohan_baldwin","Wyatt"
21303,21303,725539,"BC #27 Wyatt",32.2827,-111.030573,"2022-05-11 19:00:10","mollohan_baldwin","Wyatt"
21304,21304,725539,"BC #27 Wyatt",32.299157,-111.043565,"2022-05-12 7:00:20","mollohan_baldwin","Wyatt"
21305,21305,725539,"BC #27 Wyatt",32.288573,-111.041372,"2022-05-12 13:00:12","mollohan_baldwin","Wyatt"
21306,21306,725539,"BC #27 Wyatt",32.269854,-111.031433,"2022-05-12 19:00:16","mollohan_baldwin","Wyatt"
21307,21307,725539,"BC #27 Wyatt",32.280796,-111.025661,"2022-05-13 7:00:12","mollohan_baldwin","Wyatt"
21308,21308,725539,"BC #27 Wyatt",32.258278,-111.039397,"2022-05-13 13:00:13","mollohan_baldwin","Wyatt"
21309,21309,725539,"BC #27 Wyatt",32.274161,-111.017561,"2022-05-13 19:00:13","mollohan_baldwin","Wyatt"
21310,21310,725539,"BC #27 Wyatt",32.282671,-111.025615,"2022-05-14 1:00:14","mollohan_baldwin","Wyatt"
21311,21311,725539,"BC #27 Wyatt",32.286032,-111.026926,"2022-05-14 7:00:12","mollohan_baldwin","Wyatt"
21312,21312,725539,"BC #27 Wyatt",32.289209,-111.034429,"2022-05-14 13:00:17","mollohan_baldwin","Wyatt"
21313,21313,725539,"BC #27 Wyatt",32.300474,-111.045413,"2022-05-15 1:00:09","mollohan_baldwin","Wyatt"
21314,21314,725539,"BC #27 Wyatt",32.299166,-111.043598,"2022-05-15 7:00:52","mollohan_baldwin","Wyatt"
21315,21315,725539,"BC #27 Wyatt",32.270601,-111.037577,"2022-05-15 13:00:10","mollohan_baldwin","Wyatt"
21316,21316,725539,"BC #27 Wyatt",32.267402,-111.028247,"2022-05-15 19:00:09","mollohan_baldwin","Wyatt"
21317,21317,725539,"BC #27 Wyatt",32.28604,-111.027202,"2022-05-16 1:00:08","mollohan_baldwin","Wyatt"
21318,21318,725539,"BC #27 Wyatt",32.288443,-111.028524,"2022-05-16 7:00:11","mollohan_baldwin","Wyatt"
21319,21319,725539,"BC #27 Wyatt",32.267288,-111.036941,"2022-05-16 13:00:18","mollohan_baldwin","Wyatt"
21320,21320,725539,"BC #27 Wyatt",32.276754,-111.033053,"2022-05-16 19:00:09","mollohan_baldwin","Wyatt"
21321,21321,725539,"BC #27 Wyatt",32.287071,-111.030744,"2022-05-17 1:00:10","mollohan_baldwin","Wyatt"
21322,21322,725539,"BC #27 Wyatt",32.261781,-111.034786,"2022-05-17 13:00:09","mollohan_baldwin","Wyatt"
21323,21323,725539,"BC #27 Wyatt",32.273106,-111.027961,"2022-05-17 19:00:10","mollohan_baldwin","Wyatt"
21324,21324,725539,"BC #27 Wyatt",32.280873,-111.025551,"2022-05-18 7:00:26","mollohan_baldwin","Wyatt"
21325,21325,725539,"BC #27 Wyatt",32.275079,-111.015561,"2022-05-18 13:00:17","mollohan_baldwin","Wyatt"
21326,21326,725539,"BC #27 Wyatt",32.304809,-111.043996,"2022-05-18 19:00:08","mollohan_baldwin","Wyatt"
21327,21327,725539,"BC #27 Wyatt",32.304473,-111.048174,"2022-05-19 1:00:15","mollohan_baldwin","Wyatt"
21328,21328,725539,"BC #27 Wyatt",32.302207,-111.047021,"2022-05-19 7:00:25","mollohan_baldwin","Wyatt"
21329,21329,725539,"BC #27 Wyatt",32.283718,-111.035762,"2022-05-19 13:00:10","mollohan_baldwin","Wyatt"
21330,21330,725539,"BC #27 Wyatt",32.285876,-111.027145,"2022-05-19 19:00:12","mollohan_baldwin","Wyatt"
21331,21331,725539,"BC #27 Wyatt",32.267858,-111.038648,"2022-05-20 13:00:10","mollohan_baldwin","Wyatt"
21332,21332,725539,"BC #27 Wyatt",32.264409,-111.010468,"2022-05-20 19:00:12","mollohan_baldwin","Wyatt"
21333,21333,725539,"BC #27 Wyatt",32.259957,-111.040853,"2022-05-21 13:00:13","mollohan_baldwin","Wyatt"
21334,21334,725539,"BC #27 Wyatt",32.283543,-111.035913,"2022-05-21 19:00:10","mollohan_baldwin","Wyatt"
21335,21335,725539,"BC #27 Wyatt",32.299365,-111.043583,"2022-05-22 7:00:26","mollohan_baldwin","Wyatt"
21336,21336,725539,"BC #27 Wyatt",32.297053,-111.04215,"2022-05-22 11:00:37","mollohan_baldwin","Wyatt"
21337,21337,725539,"BC #27 Wyatt",32.288846,-111.034207,"2022-05-22 13:00:13","mollohan_baldwin","Wyatt"
21338,21338,725539,"BC #27 Wyatt",32.273314,-111.040829,"2022-05-22 19:00:12","mollohan_baldwin","Wyatt"
21339,21339,725539,"BC #27 Wyatt",32.271432,-111.036414,"2022-05-23 7:00:11","mollohan_baldwin","Wyatt"
21340,21340,725539,"BC #27 Wyatt",32.260668,-111.037686,"2022-05-23 13:00:08","mollohan_baldwin","Wyatt"
21341,21341,725539,"BC #27 Wyatt",32.274098,-111.026966,"2022-05-23 19:00:08","mollohan_baldwin","Wyatt"
21342,21342,725539,"BC #27 Wyatt",32.284238,-111.026223,"2022-05-24 7:00:26","mollohan_baldwin","Wyatt"
21343,21343,725539,"BC #27 Wyatt",32.270362,-111.0259,"2022-05-24 13:00:12","mollohan_baldwin","Wyatt"
21344,21344,725539,"BC #27 Wyatt",32.278894,-111.040046,"2022-05-24 19:00:13","mollohan_baldwin","Wyatt"
21345,21345,725539,"BC #27 Wyatt",32.29967,-111.044682,"2022-05-25 7:00:15","mollohan_baldwin","Wyatt"
21346,21346,725539,"BC #27 Wyatt",32.292042,-111.037395,"2022-05-25 13:00:13","mollohan_baldwin","Wyatt"
21347,21347,725539,"BC #27 Wyatt",32.259387,-111.041174,"2022-05-25 19:00:12","mollohan_baldwin","Wyatt"
21348,21348,725539,"BC #27 Wyatt",32.267355,-111.036917,"2022-05-26 7:00:27","mollohan_baldwin","Wyatt"
21349,21349,725539,"BC #27 Wyatt",32.260236,-111.037122,"2022-05-26 13:00:11","mollohan_baldwin","Wyatt"
21350,21350,725539,"BC #27 Wyatt",32.280219,-111.020216,"2022-05-26 19:00:07","mollohan_baldwin","Wyatt"
21351,21351,725539,"BC #27 Wyatt",32.28443,-111.023638,"2022-05-27 13:00:12","mollohan_baldwin","Wyatt"
21352,21352,725539,"BC #27 Wyatt",32.285477,-111.029156,"2022-05-27 19:00:12","mollohan_baldwin","Wyatt"
21353,21353,725539,"BC #27 Wyatt",32.260704,-111.042349,"2022-05-28 13:00:11","mollohan_baldwin","Wyatt"
21354,21354,725539,"BC #27 Wyatt",32.284922,-111.030916,"2022-05-28 19:00:08","mollohan_baldwin","Wyatt"
21355,21355,725539,"BC #27 Wyatt",32.300899,-111.041291,"2022-05-29 13:00:07","mollohan_baldwin","Wyatt"
21356,21356,725539,"BC #27 Wyatt",32.296109,-111.035358,"2022-05-29 15:00:50","mollohan_baldwin","Wyatt"
21357,21357,725539,"BC #27 Wyatt",32.286282,-111.031973,"2022-05-29 19:00:09","mollohan_baldwin","Wyatt"
21358,21358,725539,"BC #27 Wyatt",32.280724,-111.025818,"2022-05-30 7:00:18","mollohan_baldwin","Wyatt"
21359,21359,725539,"BC #27 Wyatt",32.270997,-111.034418,"2022-05-30 13:00:10","mollohan_baldwin","Wyatt"
21360,21360,725539,"BC #27 Wyatt",32.270204,-111.042539,"2022-05-30 19:00:09","mollohan_baldwin","Wyatt"
21361,21361,725539,"BC #27 Wyatt",32.269468,-111.022233,"2022-05-31 13:00:09","mollohan_baldwin","Wyatt"
21362,21362,725539,"BC #27 Wyatt",32.278825,-111.024218,"2022-05-31 19:00:23","mollohan_baldwin","Wyatt"
21363,21363,725539,"BC #27 Wyatt",32.299135,-111.043575,"2022-06-01 7:00:16","mollohan_baldwin","Wyatt"
21364,21364,725539,"BC #27 Wyatt",32.274688,-111.035993,"2022-06-01 13:00:09","mollohan_baldwin","Wyatt"
21365,21365,725539,"BC #27 Wyatt",32.271686,-111.030513,"2022-06-01 19:00:11","mollohan_baldwin","Wyatt"
21366,21366,725539,"BC #27 Wyatt",32.279084,-111.029914,"2022-06-02 7:00:11","mollohan_baldwin","Wyatt"
21367,21367,725539,"BC #27 Wyatt",32.260012,-111.037918,"2022-06-02 13:00:11","mollohan_baldwin","Wyatt"
21368,21368,725539,"BC #27 Wyatt",32.281249,-111.029865,"2022-06-02 19:00:09","mollohan_baldwin","Wyatt"
21369,21369,725539,"BC #27 Wyatt",32.299365,-111.043584,"2022-06-03 1:00:15","mollohan_baldwin","Wyatt"
21370,21370,725539,"BC #27 Wyatt",32.30101,-111.045743,"2022-06-03 7:00:14","mollohan_baldwin","Wyatt"
21371,21371,725539,"BC #27 Wyatt",32.289754,-111.041165,"2022-06-03 13:00:18","mollohan_baldwin","Wyatt"
21372,21372,725539,"BC #27 Wyatt",32.28399,-111.02703,"2022-06-03 19:00:09","mollohan_baldwin","Wyatt"
21373,21373,725539,"BC #27 Wyatt",32.275603,-111.019836,"2022-06-04 13:00:09","mollohan_baldwin","Wyatt"
21374,21374,725539,"BC #27 Wyatt",32.264836,-111.026481,"2022-06-04 19:00:11","mollohan_baldwin","Wyatt"
21375,21375,725539,"BC #27 Wyatt",32.267357,-111.036912,"2022-06-05 7:00:23","mollohan_baldwin","Wyatt"
21376,21376,725539,"BC #27 Wyatt",32.274973,-111.036882,"2022-06-05 19:01:06","mollohan_baldwin","Wyatt"
21377,21377,725539,"BC #27 Wyatt",32.285989,-111.026948,"2022-06-06 7:00:12","mollohan_baldwin","Wyatt"
21378,21378,725539,"BC #27 Wyatt",32.289867,-111.03782,"2022-06-06 13:00:08","mollohan_baldwin","Wyatt"
21379,21379,725539,"BC #27 Wyatt",32.277577,-111.023358,"2022-06-06 19:00:10","mollohan_baldwin","Wyatt"
21380,21380,725539,"BC #27 Wyatt",32.268337,-111.030909,"2022-06-07 13:00:09","mollohan_baldwin","Wyatt"
21381,21381,725539,"BC #27 Wyatt",32.271223,-111.037945,"2022-06-07 19:00:14","mollohan_baldwin","Wyatt"
21382,21382,725539,"BC #27 Wyatt",32.305299,-111.048191,"2022-06-08 13:00:14","mollohan_baldwin","Wyatt"
21383,21383,725539,"BC #27 Wyatt",32.299228,-111.037176,"2022-06-08 19:00:12","mollohan_baldwin","Wyatt"
21384,21384,725539,"BC #27 Wyatt",32.294681,-111.038484,"2022-06-09 1:00:21","mollohan_baldwin","Wyatt"
21385,21385,725539,"BC #27 Wyatt",32.294708,-111.038478,"2022-06-09 7:00:14","mollohan_baldwin","Wyatt"
21386,21386,725539,"BC #27 Wyatt",32.297016,-111.037306,"2022-06-09 13:00:08","mollohan_baldwin","Wyatt"
21387,21387,725539,"BC #27 Wyatt",32.270994,-111.043674,"2022-06-09 19:00:13","mollohan_baldwin","Wyatt"
21388,21388,725539,"BC #27 Wyatt",32.266625,-111.038906,"2022-06-10 13:00:14","mollohan_baldwin","Wyatt"
21389,21389,725539,"BC #27 Wyatt",32.275651,-111.026571,"2022-06-10 19:00:18","mollohan_baldwin","Wyatt"
21390,21390,725539,"BC #27 Wyatt",32.276715,-111.020286,"2022-06-11 1:00:14","mollohan_baldwin","Wyatt"
21391,21391,725539,"BC #27 Wyatt",32.270405,-111.013851,"2022-06-11 13:00:21","mollohan_baldwin","Wyatt"
21392,21392,725539,"BC #27 Wyatt",32.263933,-111.013723,"2022-06-11 19:00:12","mollohan_baldwin","Wyatt"
21393,21393,725539,"BC #27 Wyatt",32.286521,-111.030688,"2022-06-12 13:00:10","mollohan_baldwin","Wyatt"
21394,21394,725539,"BC #27 Wyatt",32.303179,-111.047654,"2022-06-12 23:01:41","mollohan_baldwin","Wyatt"
21395,21395,725539,"BC #27 Wyatt",32.301004,-111.045763,"2022-06-13 1:00:25","mollohan_baldwin","Wyatt"
21396,21396,725539,"BC #27 Wyatt",32.301396,-111.045911,"2022-06-13 7:00:18","mollohan_baldwin","Wyatt"
21397,21397,725539,"BC #27 Wyatt",32.280397,-111.03789,"2022-06-13 13:00:19","mollohan_baldwin","Wyatt"
21398,21398,725539,"BC #27 Wyatt",32.26736,-111.031371,"2022-06-13 19:00:12","mollohan_baldwin","Wyatt"
21399,21399,725539,"BC #27 Wyatt",32.273347,-111.036284,"2022-06-14 13:00:20","mollohan_baldwin","Wyatt"
21400,21400,725539,"BC #27 Wyatt",32.279314,-111.021686,"2022-06-14 19:00:21","mollohan_baldwin","Wyatt"
21401,21401,725539,"BC #27 Wyatt",32.282079,-111.025257,"2022-06-15 7:00:12","mollohan_baldwin","Wyatt"
21402,21402,725539,"BC #27 Wyatt",32.276573,-111.016433,"2022-06-15 13:00:08","mollohan_baldwin","Wyatt"
21403,21403,725539,"BC #27 Wyatt",32.262537,-111.038965,"2022-06-15 19:00:09","mollohan_baldwin","Wyatt"
21404,21404,725539,"BC #27 Wyatt",32.269976,-111.035008,"2022-06-16 13:00:18","mollohan_baldwin","Wyatt"
21405,21405,725539,"BC #27 Wyatt",32.279629,-111.025138,"2022-06-16 19:00:07","mollohan_baldwin","Wyatt"
21406,21406,725539,"BC #27 Wyatt",32.269665,-111.03501,"2022-06-17 13:00:08","mollohan_baldwin","Wyatt"
21407,21407,725539,"BC #27 Wyatt",32.29711,-111.043743,"2022-06-17 19:00:08","mollohan_baldwin","Wyatt"
21408,21408,725539,"BC #27 Wyatt",32.288391,-111.028551,"2022-06-18 7:00:08","mollohan_baldwin","Wyatt"
21409,21409,725539,"BC #27 Wyatt",32.267882,-111.029494,"2022-06-18 13:00:08","mollohan_baldwin","Wyatt"
21410,21410,725539,"BC #27 Wyatt",32.269722,-111.03259,"2022-06-18 19:00:12","mollohan_baldwin","Wyatt"
21411,21411,725539,"BC #27 Wyatt",32.283255,-111.027339,"2022-06-19 7:00:07","mollohan_baldwin","Wyatt"
21412,21412,725539,"BC #27 Wyatt",32.297439,-111.035314,"2022-06-19 13:00:10","mollohan_baldwin","Wyatt"
21413,21413,725539,"BC #27 Wyatt",32.276568,-111.020289,"2022-06-19 19:00:26","mollohan_baldwin","Wyatt"
21414,21414,725539,"BC #27 Wyatt",32.258296,-111.035199,"2022-06-20 13:00:12","mollohan_baldwin","Wyatt"
21415,21415,725539,"BC #27 Wyatt",32.290283,-111.038005,"2022-06-20 19:00:08","mollohan_baldwin","Wyatt"
21416,21416,725539,"BC #27 Wyatt",32.301104,-111.045859,"2022-06-21 1:00:15","mollohan_baldwin","Wyatt"
21417,21417,725539,"BC #27 Wyatt",32.294493,-111.039396,"2022-06-21 13:00:10","mollohan_baldwin","Wyatt"
21418,21418,725539,"BC #27 Wyatt",32.274017,-111.015377,"2022-06-21 19:00:15","mollohan_baldwin","Wyatt"
21419,21419,725539,"BC #27 Wyatt",32.276501,-111.020212,"2022-06-22 1:00:19","mollohan_baldwin","Wyatt"
21420,21420,725539,"BC #27 Wyatt",32.273325,-111.031824,"2022-06-22 7:00:08","mollohan_baldwin","Wyatt"
21421,21421,725539,"BC #27 Wyatt",32.267764,-111.025515,"2022-06-22 19:00:10","mollohan_baldwin","Wyatt"
21422,21422,725539,"BC #27 Wyatt",32.26293,-111.039999,"2022-06-23 13:00:08","mollohan_baldwin","Wyatt"
21423,21423,725539,"BC #27 Wyatt",32.285192,-111.022798,"2022-06-23 19:00:11","mollohan_baldwin","Wyatt"
21424,21424,725539,"BC #27 Wyatt",32.291835,-111.033815,"2022-06-24 7:00:08","mollohan_baldwin","Wyatt"
21425,21425,725539,"BC #27 Wyatt",32.283668,-111.036413,"2022-06-24 13:00:24","mollohan_baldwin","Wyatt"
21426,21426,725539,"BC #27 Wyatt",32.273475,-111.017151,"2022-06-24 19:00:11","mollohan_baldwin","Wyatt"
21427,21427,725539,"BC #27 Wyatt",32.269419,-111.038915,"2022-06-25 13:00:10","mollohan_baldwin","Wyatt"
21428,21428,725539,"BC #27 Wyatt",32.260618,-111.02846,"2022-06-25 19:00:12","mollohan_baldwin","Wyatt"
21429,21429,725539,"BC #27 Wyatt",32.269996,-111.030955,"2022-06-26 7:00:12","mollohan_baldwin","Wyatt"
21430,21430,725539,"BC #27 Wyatt",32.266212,-111.040028,"2022-06-26 13:00:11","mollohan_baldwin","Wyatt"
21431,21431,725539,"BC #27 Wyatt",32.292063,-111.039759,"2022-06-26 19:00:12","mollohan_baldwin","Wyatt"
21432,21432,725539,"BC #27 Wyatt",32.27451,-111.013906,"2022-06-27 13:00:12","mollohan_baldwin","Wyatt"
21433,21433,725539,"BC #27 Wyatt",32.264616,-111.014731,"2022-06-27 19:00:10","mollohan_baldwin","Wyatt"
21434,21434,725539,"BC #27 Wyatt",32.262354,-111.04003,"2022-06-28 13:00:11","mollohan_baldwin","Wyatt"
21435,21435,725539,"BC #27 Wyatt",32.271236,-111.029852,"2022-06-28 19:00:14","mollohan_baldwin","Wyatt"
21436,21436,725539,"BC #27 Wyatt",32.297011,-111.039729,"2022-06-29 13:00:12","mollohan_baldwin","Wyatt"
21437,21437,725539,"BC #27 Wyatt",32.286894,-111.033582,"2022-06-29 19:00:09","mollohan_baldwin","Wyatt"
21438,21438,725539,"BC #27 Wyatt",32.285882,-111.025884,"2022-06-30 7:00:19","mollohan_baldwin","Wyatt"
21439,21439,725539,"BC #27 Wyatt",32.270271,-111.036037,"2022-06-30 13:00:15","mollohan_baldwin","Wyatt"
21440,21440,725539,"BC #27 Wyatt",32.268142,-111.009412,"2022-07-01 13:00:08","mollohan_baldwin","Wyatt"
21441,21441,725539,"BC #27 Wyatt",32.266967,-111.02768,"2022-07-01 19:00:08","mollohan_baldwin","Wyatt"
21442,21442,725539,"BC #27 Wyatt",32.267844,-111.032905,"2022-07-02 7:00:26","mollohan_baldwin","Wyatt"
21443,21443,725539,"BC #27 Wyatt",32.259122,-111.033188,"2022-07-02 13:00:09","mollohan_baldwin","Wyatt"
21444,21444,725539,"BC #27 Wyatt",32.285239,-111.038305,"2022-07-02 19:00:08","mollohan_baldwin","Wyatt"
21445,21445,725539,"BC #27 Wyatt",32.288671,-111.032343,"2022-07-03 7:00:27","mollohan_baldwin","Wyatt"
21446,21446,725539,"BC #27 Wyatt",32.289502,-111.040828,"2022-07-03 13:00:13","mollohan_baldwin","Wyatt"
21447,21447,725539,"BC #27 Wyatt",32.28038,-111.019609,"2022-07-03 19:00:12","mollohan_baldwin","Wyatt"
21448,21448,725539,"BC #27 Wyatt",32.280037,-111.028556,"2022-07-04 11:01:00","mollohan_baldwin","Wyatt"
21449,21449,725539,"BC #27 Wyatt",32.270401,-111.036332,"2022-07-04 13:00:13","mollohan_baldwin","Wyatt"
21450,21450,725539,"BC #27 Wyatt",32.275966,-111.038183,"2022-07-04 19:00:10","mollohan_baldwin","Wyatt"
21451,21451,725539,"BC #27 Wyatt",32.276302,-111.020318,"2022-07-05 1:00:13","mollohan_baldwin","Wyatt"
21452,21452,725539,"BC #27 Wyatt",32.265242,-111.034806,"2022-07-05 13:00:20","mollohan_baldwin","Wyatt"
21453,21453,725539,"BC #27 Wyatt",32.287517,-111.034076,"2022-07-05 19:00:07","mollohan_baldwin","Wyatt"
21454,21454,725539,"BC #27 Wyatt",32.280837,-111.02561,"2022-07-06 7:00:25","mollohan_baldwin","Wyatt"
21455,21455,725539,"BC #27 Wyatt",32.294401,-111.037576,"2022-07-06 13:00:12","mollohan_baldwin","Wyatt"
21456,21456,725539,"BC #27 Wyatt",32.294706,-111.038443,"2022-07-07 1:00:11","mollohan_baldwin","Wyatt"
21457,21457,725539,"BC #27 Wyatt",32.294707,-111.038463,"2022-07-07 7:00:12","mollohan_baldwin","Wyatt"
21458,21458,725539,"BC #27 Wyatt",32.272978,-111.0367,"2022-07-07 13:00:13","mollohan_baldwin","Wyatt"
21459,21459,725539,"BC #27 Wyatt",32.274928,-111.017852,"2022-07-07 19:00:09","mollohan_baldwin","Wyatt"
21460,21460,725539,"BC #27 Wyatt",32.265673,-111.038777,"2022-07-08 13:00:23","mollohan_baldwin","Wyatt"
21461,21461,725539,"BC #27 Wyatt",32.27963,-111.030533,"2022-07-08 19:00:09","mollohan_baldwin","Wyatt"
21462,21462,725539,"BC #27 Wyatt",32.279603,-111.027791,"2022-07-09 7:00:24","mollohan_baldwin","Wyatt"
21463,21463,725539,"BC #27 Wyatt",32.266936,-111.033685,"2022-07-09 13:00:26","mollohan_baldwin","Wyatt"
21464,21464,725539,"BC #27 Wyatt",32.2868,-111.034767,"2022-07-09 19:00:11","mollohan_baldwin","Wyatt"
21465,21465,725539,"BC #27 Wyatt",32.274828,-111.037773,"2022-07-10 13:00:12","mollohan_baldwin","Wyatt"
21466,21466,725539,"BC #27 Wyatt",32.267472,-111.040985,"2022-07-10 14:00:08","mollohan_baldwin","Wyatt"
21467,21467,725539,"BC #27 Wyatt",32.266471,-111.026909,"2022-07-11 3:00:19","mollohan_baldwin","Wyatt"
21468,21468,725539,"BC #27 Wyatt",32.261809,-111.039339,"2022-07-11 15:01:25","mollohan_baldwin","Wyatt"
21469,21469,725539,"BC #27 Wyatt",32.267589,-111.037202,"2022-07-11 16:00:22","mollohan_baldwin","Wyatt"
21470,21470,725539,"BC #27 Wyatt",32.298845,-111.040351,"2022-07-12 18:00:09","mollohan_baldwin","Wyatt"
21471,21471,725539,"BC #27 Wyatt",32.275307,-111.020491,"2022-07-13 20:00:10","mollohan_baldwin","Wyatt"
21472,21472,725539,"BC #27 Wyatt",32.266883,-111.040464,"2022-07-15 11:00:11","mollohan_baldwin","Wyatt"
21473,21473,725539,"BC #27 Wyatt",32.278291,-111.021543,"2022-07-16 13:00:10","mollohan_baldwin","Wyatt"
21474,21474,725539,"BC #27 Wyatt",32.298982,-111.037117,"2022-07-17 15:00:10","mollohan_baldwin","Wyatt"
